,26_08_2016,,,,2_09_2016,,,,6_9_206,,,,9_9_2016,,,,23_9_2016,,,,27_9_2016,,,,7_10_2016,,,,11_10_2016,,,,14_10_2016,,,,21_10_2016,,,,24_10_2016,,,,28_10_2016,,,,1_11_2016,,,,4_11_2016,,,,8_11_2016,,,,11_11_2016,,,,15_11_2016,,,,18_11_2016,,,,25_11_2016,,,,29_11_2016,,,,2_12_2016,,,
20,1060,1000,4783,4901,903,830,4705,4685,880,880,4718.564949,4731.867748,733.7564381,884.6073818,4827.466938,4793.732211,586.6650195,806.2632807,4603.919916,4524.033308,747.7071215,905.3342106,4715.132458,4623.244049,781.1509965,900.9833037,4688.98376,4568.291067,907.3774559,1001.261746,4869.178245,4748.377629,991.3130222,1088.874786,4959.264473,4873.876139,898.2541757,1019.209293,4948.196043,4827.359802,903.6894166,983.0619711,4836.814953,4655.816176,946.7838306,1020.415598,4882.745327,4768.847408,857.7152366,995.9737726,4887.00796,4705.86712,847.0579583,952.2677969,4794.868835,4613.764621,884.3211112,1072.180692,4768.861052,4708.253546,935.8000188,996.1059181,4799.53785,4637.708817,993.5872114,1083.709538,4870.099209,4671,888.8932546,948.8969431,4838.772563,4659.622278,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
21,1053,993,4770,4889,903,830,4705,4685,820.7832031,881.8646717,4759.066271,4783.447918,711.5941166,788.5638142,4875.555864,4829.647251,640.3016132,759.6867597,4682.71977,4506.168863,740.3600043,883.2490463,4674.472504,4659.774745,737.8519885,841.8223232,4746.721393,4565.776765,901.2612549,1052.309855,4906.15143,4724.990888,991.3130222,1088.874786,4959.264473,4873.876139,898.2541757,1019.209293,4948.196043,4827.359802,903.6894166,983.0619711,4836.814953,4655.816176,946.7838306,1020.415598,4882.745327,4768.847408,874.3114159,954.9458143,4879.953068,4698.883603,858.6633054,926.6587996,4790.551428,4609.792666,956.16025,1052.408777,4805.480928,4675.100882,935.8000188,996.1059181,4799.53785,4637.708817,993.5872114,1083.709538,4870.099209,4671,840.5074688,861.8262614,4805.862609,4642.353596,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
22,1063,1003,4817,4873,903,830,4705,4685,849.5621995,904.291682,4809.238123,4816.657195,709.9048386,900.3679285,4904.438589,4843.082694,606.0236057,821.1392198,4615.09838,4494.19607,722.5110568,858.3857043,4732.307,4666.374108,758.790426,944.268771,4790.98017,4591.083636,901.2612549,1052.309855,4906.15143,4724.990888,1030.878884,1112.097262,4968.742855,4908.33395,913.0524157,1057.894577,4982.988595,4862.624757,796.2087521,1051.489251,4839.021166,4718.282396,787.9628073,1151.290371,4942.342784,4789.286517,847.5257756,989.6781442,4866.069324,4696.169574,871.9248491,955.493804,4871.347053,4629.788338,907.0614586,1062.445626,4817.117379,4694.948673,943.0364196,1020.546205,4829.632126,4667.769886,917.3110599,1063.669565,4843.85051,4649.254536,840.5074688,861.8262614,4805.862609,4642.353596,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
23,1068,1008,4820,4875,903,830,4705,4685,883,883,4777.853701,4767.110577,673.7609069,822.0788992,4917.043802,4871.970563,627.5726895,783.9933122,4636.503299,4478.339615,739.5766494,889.3364372,4685.895407,4624.77888,778.4942178,927.3901407,4770.838087,4627.120714,919.1441086,1065.076298,4920.148139,4738.847528,1009.090588,1083.002738,4982.16961,4883.56012,961.6364141,1086.400209,4998.209712,4880.354767,796.2087521,1051.489251,4839.021166,4718.282396,787.9628073,1151.290371,4942.342784,4789.286517,878.5010619,956.2488151,4872.978522,4691.07552,815,999.9753832,4810.469668,4528.681514,915.6811839,992.8172806,4812.546787,4652.556683,943.0364196,1020.546205,4829.632126,4667.769886,932.4451113,1002.592975,4865.007466,4656.085082,840.5074688,861.8262614,4805.862609,4642.353596,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
24,1045,985,4807,4928,903,830,4705,4685,870,870,4749.961788,4776.501586,689.4723061,857.6629056,4870.389899,4892.989066,635.5671255,792.0029668,4667.842427,4520.979988,785.5058536,888.1752154,4690.231987,4599.931534,838.4060665,924.6554588,4719.995114,4588.714215,915.8871157,1007.090479,4824.103552,4749.558603,1064.442433,1084.083158,4957.576211,4849.304853,920.2740353,1031.828513,4922.819662,4862.412562,928.0276971,1015.312265,4812.014988,4691.351174,860.2909771,1094.121333,4886.89508,4755.640459,916.768769,976.7179724,4833.398321,4734.854743,816.7648521,998.5839831,4824.045123,4686.878372,998.7854795,1024.831034,4774.066236,4653.377558,943.0364196,1020.546205,4829.632126,4667.769886,970.5793974,1044.562138,4842.956831,4661.820106,840.5074688,861.8262614,4805.862609,4642.353596,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
25,1114,993,4756,4855,903,830,4705,4685,875.4409094,814.9850049,4770.251656,4768.406393,658.9438304,816.1466003,4912.954811,4890.209487,603.9206056,845.5857949,4613.670945,4504.401683,740.1650985,870.8117753,4705.402937,4646.330605,782.2909195,938.6621697,4727.569434,4642.440341,888.0908131,1054.469248,4859.780831,4799.310072,1059.792985,1114.876564,4844.467352,4842.074711,866.7853393,1041.463805,4978.779512,4918.483607,871.2574047,1036.344917,4793.547752,4707.36103,725.3652062,1028.244433,4956.967191,4853.450462,814.3324481,993.1613091,4879.120043,4755.695194,866.3683501,899.5438545,4876.910152,4695.988942,966.3840334,1055.104023,4713.714408,4690.685313,863.8320056,1045.152511,4840.20019,4780.991222,939.4071074,1033.025708,4834.763261,4711.868102,840.5074688,861.8262614,4805.862609,4642.353596,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
26,1039,979,4822,4870,903,830,4705,4685,870.3060912,810.2208987,4784.106684,4840.533392,761.5093271,850.0827892,4898.771481,4879.785814,572.0097892,813.3204139,4610.732531,4540.172511,773.4918114,905.8158595,4638.429994,4631.084588,791.8482623,955.1853178,4658.780658,4613.565064,857.0085779,1063.674494,4765,4765,1087.961803,1105.166465,4864,4864,906.9453636,1037.875587,4949.851411,4889.336744,879.3334651,1051.979467,4744,4744,826.1673391,1144.786817,4882.085931,4816.586737,900.5104985,1034.597471,4811.683695,4751.662867,860.0986795,1008.376629,4709.731454,4649.504945,775.9771771,1133.911957,4751.501985,4745.392849,786.8106332,1086.002149,4758.931241,4695.906067,953.2123964,1082.796843,4781.825717,4721.428879,840.5074688,861.8262614,4805.862609,4642.353596,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
27,1079,958,4823,4875,903,830,4705,4685,836.6032166,881.7101339,4857.030699,4814.15665,706.3611041,854.0023282,4903.253334,4806.649469,563.5101178,805.7390431,4646.857319,4526.398484,706.119979,929.2334114,4685.058357,4594.896408,769.7289546,969.4781669,4703.886309,4583.32815,857.0085779,1063.674494,4765,4765,919.1861966,1109.958247,4962.953273,4878.383857,888.6565364,1123.119799,4983.824157,4923.424625,879.3334651,1051.979467,4744,4744,826.1673391,1144.786817,4882.085931,4816.586737,853.2767448,1042.548585,4851.262562,4680.26323,850,1070.724408,4743.032224,4622.203477,812.1271837,1112.989052,4750.981591,4691.767305,893.3605221,1019.584987,4850.850689,4677.078085,931.9609272,1091.866531,4833.636116,4709.757785,882,1037.285985,4730.620108,4628.260601,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
28,1039,979,4820,4936,903,830,4705,4685,855.7701666,904.3228678,4823.508415,4791.013865,718.8523784,889.8040357,4879.527433,4844.872747,579.4543551,811.1847886,4625.729838,4565.369878,793.7831408,905.9599128,4666.070151,4632.141909,737.3403577,982.0180843,4713.796557,4631.099708,848.0233476,1101.679348,4794.409144,4766.6506,1036.00076,1127.826966,4925.857337,4865.504667,882.7694261,1078.405321,4957.164528,4836.551185,909.1087598,1061.659736,4786.7205,4726.442005,826.1673391,1144.786817,4882.085931,4816.586737,858.7701743,999.7248231,4856.081954,4735.392757,889.0791812,1035.083984,4720.758014,4660.368981,945.7390524,1068.750287,4817.024818,4696.518998,931.3478729,1055.272188,4794.091673,4673.238361,1010,1175.434044,4555.348318,4593.211919,882,1037.285985,4730.620108,4628.260601,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
29,1044,923,4846,4875,903,830,4705,4685,877,877,4803.039552,4760.735827,763.7429953,861.8612603,4861.703763,4857.979608,549.6147687,829.6256147,4590.695434,4530.372633,776.1172604,935.4547078,4684.052897,4632.76843,737.3403577,982.0180843,4713.796557,4631.099708,848.0233476,1101.679348,4794.409144,4766.6506,934.3845616,1158.719759,4861.688829,4868.883641,882.7694261,1078.405321,4957.164528,4836.551185,909.1087598,1061.659736,4786.7205,4726.442005,826.1673391,1144.786817,4882.085931,4816.586737,858.7701743,999.7248231,4856.081954,4735.392757,889.0791812,1035.083984,4720.758014,4660.368981,949.1251196,1067.210998,4760.198891,4712.355855,939.5826371,1056.528864,4744.695235,4670.010803,992.7315388,1064.684479,4782.88058,4712.590002,882,1037.285985,4730.620108,4628.260601,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
30,1111,990,4764,4806,903,830,4705,4685,885,885,4816.421245,4786.882392,708.1530333,891.9666148,4855.572552,4800.15311,545.8197542,798.1065232,4672.195659,4558.993971,725.4890436,901.7071195,4746.344089,4648.697027,730.021753,954.803903,4697.748154,4637.543175,893.9752586,1036.000545,4893.817064,4833.228902,1021.030771,1159.623454,4904.814237,4844.322485,934.0286545,1064.943392,4874,4874,909.1087598,1061.659736,4786.7205,4726.442005,785.5458976,1148.036996,4969.148184,4849.268787,884.6386992,1052.03028,4820.089624,4699.342055,854.5032936,1025.569243,4837.091715,4716.450311,897.1398447,1115.601512,4785,4785,916.6715183,1069.106865,4771.278562,4662.968026,896.3835569,1112.172338,4826.07714,4714.464773,882,1037.285985,4730.620108,4628.260601,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
31,1092,975,4830,4881,903,830,4705,4685,813.2698592,838.8636727,4798.856998,4835.132611,749.4152467,860.9660566,4880.433642,4838.941323,605.9617707,839.2269119,4560,4560,714.3468741,878.5460338,4754.60201,4693.788447,771.4320075,944.9741231,4709.789266,4649.422074,893.9752586,1036.000545,4893.817064,4833.228902,982.7137178,1138.941802,4888.86145,4828.338402,934.0286545,1064.943392,4874,4874,817.5824452,1097.791082,4755.71474,4711.770224,785.5458976,1148.036996,4969.148184,4849.268787,884.6386992,1052.03028,4820.089624,4699.342055,854.5032936,1025.569243,4837.091715,4716.450311,939.0869746,1084.860874,4724.686372,4762.205636,801.5145059,1103.067006,4768.438143,4687.795982,909.8573696,1083.847254,4877.855864,4678.32579,882,1037.285985,4730.620108,4628.260601,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
32,1115,994,4771,4827,903,830,4705,4685,867,867,4830.035399,4759.306855,692.5649518,859.3867432,4867.581309,4768.188904,538.6444637,804.5712678,4580.78334,4520.142558,718.8820792,918.7175958,4675.215562,4616.223563,733.7747034,995.1968803,4690.599831,4597.129678,811.2113626,1023.259466,4873.910543,4813.347115,982.7137178,1138.941802,4888.86145,4828.338402,927.8427984,1073.423102,4938.941838,4873.23474,817.5824452,1097.791082,4755.71474,4711.770224,785.5458976,1148.036996,4969.148184,4849.268787,826.441391,1016.878603,4850.180446,4714.036377,884.8702535,973.5968205,4817.485021,4676.508552,772.0148681,1135.113581,4743.115238,4682.758954,876.2996866,1053.147771,4766.507367,4658.057667,909.8573696,1083.847254,4877.855864,4678.32579,953.7569882,1014.188017,4794.870438,4665.590462,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
33,1116,995,4830,4830,903,830,4705,4685,878.5503087,818.0008939,4793.294762,4777.061651,703.1404124,826.8934477,4925.10128,4808.197559,630.9646954,811.7620648,4611.26537,4531.386037,721.7207712,904.6102206,4628.465832,4656.914152,747.6368463,890.3653575,4717.623219,4657.495348,811.2113626,1023.259466,4873.910543,4813.347115,983.5329038,1105.488036,4972.855646,4912.387944,886.7013946,989.2816219,4971.86003,4911.413419,817.5824452,1097.791082,4755.71474,4711.770224,870.2361035,1033.265031,4975.264296,4854.342882,876.6172264,967.0235472,4886.081607,4765.299203,901.4939393,1067.944522,4777.842489,4717.362146,931.2423127,1004.226224,4759.704964,4699.336187,904.6049739,1048.152337,4802.98846,4682.386751,870.8274893,1036.033516,4879.978468,4698.950748,953.7569882,1014.188017,4794.870438,4665.590462,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
34,1087,967,4771,4828,903,830,4705,4685,870.4765361,809.9608535,4803.132094,4777.658462,716.197566,840.2838712,4890.06499,4790.802829,566.2202876,823.3947477,4644.470338,4559.375083,774.9579736,865.7579289,4708.761862,4668.606344,762.6749002,941.08883,4724.163556,4603.206614,811.2113626,1023.259466,4873.910543,4813.347115,1036.613185,1115.641978,4947.829906,4914.652365,886.7013946,989.2816219,4971.86003,4911.413419,888.6688356,1023.196254,4821.122522,4700.39215,870.2361035,1033.265031,4975.264296,4854.342882,876.6172264,967.0235472,4886.081607,4765.299203,901.4939393,1067.944522,4777.842489,4717.362146,901.2277975,1025.418329,4793.015637,4672.31908,829.0060325,1111.665273,4794.149346,4708.944895,919.5292785,1072.659232,4811.199391,4679.444875,953.7569882,1014.188017,4794.870438,4665.590462,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
35,1108,1022,4811,4811,903,830,4705,4685,875.2718318,855.7575288,4774.832893,4787.822622,687.1024619,829.8486555,4939.230853,4847.39042,563.5542591,806.6962745,4692.72378,4559.423814,749.8020306,897.3378856,4747.592776,4661.903278,762.6749002,941.08883,4724.163556,4603.206614,909.5719533,1101.103566,4839.800875,4779.408624,996.5322096,1108.795073,4967.73655,4907.478284,927.6034439,1138.749707,4975,4975,888.6688356,1023.196254,4821.122522,4700.39215,925.0968461,1145.132453,4872.797352,4812.41554,848.4719054,1021.225469,4801.077073,4680.300407,810.6326141,997.9581963,4845.232736,4728.049635,901.2277975,1025.418329,4793.015637,4672.31908,916.7272832,1053.632758,4808.086501,4656.448487,919.5292785,1072.659232,4811.199391,4679.444875,953.7569882,1014.188017,4794.870438,4665.590462,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
36,1115,994,4800,4795,903,830,4705,4685,854.3954843,922.3397527,4778.535058,4744.429887,684.7112426,884.5690117,4924.4805,4800.659811,610.0712117,830.7481016,4562.673421,4502.416473,722.8938147,852.5154155,4747.856955,4660.176072,794.8750089,952.7711092,4750.606825,4616.99626,909.5719533,1101.103566,4839.800875,4779.408624,1008.557841,1120.399519,4962.624336,4875.63686,927.6034439,1093.306006,4938.827027,4878.378606,888.6688356,1023.196254,4821.122522,4700.39215,925.0968461,1145.132453,4872.797352,4812.41554,848.4719054,1021.225469,4801.077073,4680.300407,976.8266947,980.63042,4870.022617,4688.7232,946.2390061,1087.693266,4735.204882,4588.992457,889.3496673,1122.431775,4773.929723,4653.363684,841.3678675,1056.964863,4799.122266,4688.437357,953.7569882,1014.188017,4794.870438,4665.590462,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
37,1108,988,4830,4890,903,830,4705,4685,840.7358631,989.729676,4698.906304,4741.333401,733.6993784,890.7427197,4855.444543,4762.82439,685.2388939,822.745542,4656.182077,4477.449973,753.0134388,941.1528091,4701.032349,4632.74783,794.8750089,952.7711092,4750.606825,4616.99626,894.3901005,1059.556276,4882.087089,4761.479179,997.8562355,1100.508067,4974.237412,4933.408771,917.5185223,1063.341127,4958.359818,4875.878545,876.8537635,1020.884482,4841.937174,4721.470548,927.6529306,1152.668877,4940.341207,4836.385326,874.0304666,917.1727158,4886.837943,4687.558975,972.4500936,1026.24941,4907.798578,4685.724807,946.2390061,1087.693266,4735.204882,4588.992457,988.9284098,1109.565578,4835.619235,4620.768652,920.5419295,1082.227775,4883.85525,4628.684142,953.7569882,1014.188017,4794.870438,4665.590462,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
38,1078,1018,4799,4860,903,830,4705,4685,893,893,4704.147752,4761.934961,701.0696414,805.659686,4905.918115,4798.593953,641.6444847,799.6801244,4676.232882,4518.980382,788.7753324,950.7010351,4750.922902,4596.933884,764.5150532,907.159579,4708.719551,4589.227419,898.2896594,1049.763577,4874.331926,4831.596948,954.2935335,1089.633515,4935.572709,4905.097182,906.8022074,1102.525448,4971.842917,4911.412225,876.8537635,1020.884482,4841.937174,4721.470548,927.6529306,1152.668877,4940.341207,4836.385326,869.9108791,1009.52104,4895.40203,4649.609289,887.8470135,1127.652058,4896.627732,4696.297573,926.957909,1018.249897,4788.381811,4726.184477,988.9284098,1109.565578,4835.619235,4620.768652,920.5419295,1082.227775,4883.85525,4628.684142,953.7569882,1014.188017,4794.870438,4665.590462,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
39,1074,1014,4745,4861,903,830,4705,4685,895,895,4722.665987,4781.965141,732.3938815,893.8905004,4887.293813,4805.715994,578.754581,774.7045082,4670.730032,4457.600734,781.7313282,891.0689355,4704.12822,4590.024235,764.5150532,907.159579,4708.719551,4589.227419,902.5724976,1002.132842,4831.366965,4752.277106,1055.678009,1109.10008,4957.14823,4892.512754,901.9319808,1016.511392,4941.068182,4886.540161,876.8537635,1020.884482,4841.937174,4721.470548,927.6529306,1152.668877,4940.341207,4836.385326,895.5166505,942.0699471,4842.583301,4689.610347,887.8470135,1127.652058,4896.627732,4696.297573,926.957909,1018.249897,4788.381811,4726.184477,893.5482351,1042.051662,4833.38862,4596.823356,925.3489812,1062.535193,4848.170288,4627.652698,953.7569882,1014.188017,4794.870438,4665.590462,1142,1267.681793,4942.94222,4762.044437,874,986,4563,4479,1018,1138,4935,4847
